ANIO_REGISTRO,MES_REGISTRO,TIPO_ACTA,DE_GENERO,DEPART_CIUDAD_ESTADO_DOM_SOL,PROVINCIA_DOM_SOL,CANT_COPIAS_EMITIDAS
2022,FEBRERO,NACIMIENTO,MASCULINO,ANCASH,HUAYLAS,20
2022,FEBRERO,NACIMIENTO,MASCULINO,ANCASH,MARISCAL LUZURIAGA,3
2022,FEBRERO,NACIMIENTO,MASCULINO,ANCASH,OCROS,4
2022,FEBRERO,NACIMIENTO,MASCULINO,ANCASH,PALLASCA,6
2022,FEBRERO,NACIMIENTO,MASCULINO,ANCASH,POMABAMBA,3
2022,FEBRERO,NACIMIENTO,MASCULINO,ANCASH,RECUAY,3
2022,FEBRERO,NACIMIENTO,MASCULINO,ANCASH,SANTA,273
2022,FEBRERO,NACIMIENTO,MASCULINO,ANCASH,SIHUAS,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ANCASH,YUNGAY,8
2022,FEBRERO,NACIMIENTO,MASCULINO,APURIMAC,ABANCAY,10
2022,FEBRERO,NACIMIENTO,MASCULINO,APURIMAC,ANDAHUAYLAS,17
2022,FEBRERO,NACIMIENTO,MASCULINO,APURIMAC,AYMARAES,5
2022,FEBRERO,NACIMIENTO,MASCULINO,APURIMAC,CHINCHEROS,9
2022,FEBRERO,NACIMIENTO,MASCULINO,APURIMAC,COTABAMBAS,4
2022,FEBRERO,NACIMIENTO,MASCULINO,AREQUIPA,AREQUIPA,504
2022,FEBRERO,NACIMIENTO,MASCULINO,AREQUIPA,CAMANA,16
2022,FEBRERO,NACIMIENTO,MASCULINO,AREQUIPA,CARAVELI,8
2022,FEBRERO,NACIMIENTO,MASCULINO,AREQUIPA,CASTILLA,5
2022,FEBRERO,NACIMIENTO,MASCULINO,AREQUIPA,CAYLLOMA,34
2022,FEBRERO,NACIMIENTO,MASCULINO,AREQUIPA,CONDESUYOS,3
2022,FEBRERO,NACIMIENTO,MASCULINO,AREQUIPA,ISLAY,14
2022,FEBRERO,NACIMIENTO,MASCULINO,AREQUIPA,LA UNION,4
2022,FEBRERO,NACIMIENTO,MASCULINO,ARGENTINA,BUENOS AIRES,28
2022,FEBRERO,NACIMIENTO,MASCULINO,ARGENTINA,CORDOBA,3
2022,FEBRERO,NACIMIENTO,MASCULINO,ARGENTINA,ROSARIO DE SANTA FE,1
2022,FEBRERO,NACIMIENTO,MASCULINO,AUSTRALIA,SIDNEY,3
2022,FEBRERO,NACIMIENTO,MASCULINO,AYACUCHO,CANGALLO,19
2022,FEBRERO,NACIMIENTO,MASCULINO,AYACUCHO,HUAMANGA,40
2022,FEBRERO,NACIMIENTO,MASCULINO,AYACUCHO,HUANCA SANCOS,2
2022,FEBRERO,NACIMIENTO,MASCULINO,AYACUCHO,HUANTA,11
2022,FEBRERO,NACIMIENTO,MASCULINO,AYACUCHO,LA MAR,1
2022,FEBRERO,NACIMIENTO,MASCULINO,AYACUCHO,LUCANAS,7
2022,FEBRERO,NACIMIENTO,MASCULINO,AYACUCHO,PARINACOCHAS,4
2022,FEBRERO,NACIMIENTO,MASCULINO,AYACUCHO,PAUCAR DEL SARA SARA,2
2022,FEBRERO,NACIMIENTO,MASCULINO,AYACUCHO,VICTOR FAJARDO,1
2022,FEBRERO,NACIMIENTO,MASCULINO,AYACUCHO,VILCAS HUAMAN,3
2022,FEBRERO,NACIMIENTO,MASCULINO,BANGLADESH,DHAKA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,BOLIVIA,BENI,1
2022,FEBRERO,NACIMIENTO,MASCULINO,BOLIVIA,COCHABAMBA,2
2022,FEBRERO,NACIMIENTO,MASCULINO,BOLIVIA,SANTA CRUZ,2
2022,FEBRERO,NACIMIENTO,MASCULINO,BRASIL,PARANA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,BRASIL,RIO DE JANEIRO,1
2022,FEBRERO,NACIMIENTO,MASCULINO,BRASIL,RIO GRANDE DEL NORTE,1
2022,FEBRERO,NACIMIENTO,MASCULINO,BRASIL,SAO PAULO,2
2022,FEBRERO,NACIMIENTO,MASCULINO,CAJAMARCA,CAJABAMBA,12
2022,FEBRERO,NACIMIENTO,MASCULINO,CAJAMARCA,CAJAMARCA,417
2022,FEBRERO,NACIMIENTO,MASCULINO,CAJAMARCA,CELENDIN,22
2022,FEBRERO,NACIMIENTO,MASCULINO,CAJAMARCA,CHOTA,12
2022,FEBRERO,NACIMIENTO,MASCULINO,CAJAMARCA,CONTUMAZA,2
2022,FEBRERO,NACIMIENTO,MASCULINO,CAJAMARCA,CUTERVO,14
2022,FEBRERO,NACIMIENTO,MASCULINO,CAJAMARCA,HUALGAYOC,9
2022,FEBRERO,NACIMIENTO,MASCULINO,CAJAMARCA,JAEN,39
2022,FEBRERO,NACIMIENTO,MASCULINO,CAJAMARCA,SAN IGNACIO,15
2022,FEBRERO,NACIMIENTO,MASCULINO,CAJAMARCA,SAN MARCOS,6
2022,FEBRERO,NACIMIENTO,MASCULINO,CAJAMARCA,SAN MIGUEL,10
2022,FEBRERO,NACIMIENTO,MASCULINO,CAJAMARCA,SAN PABLO,7
2022,FEBRERO,NACIMIENTO,MASCULINO,CAJAMARCA,SANTA CRUZ,8
2022,FEBRERO,NACIMIENTO,MASCULINO,CALLAO,CALLAO,1153
2022,FEBRERO,NACIMIENTO,MASCULINO,CANADA,ALBERTA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,CANADA,MONTREAL,5
2022,FEBRERO,NACIMIENTO,MASCULINO,CANADA,NUEVA ESCOCIA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,CANADA,ONTARIO,4
2022,FEBRERO,NACIMIENTO,MASCULINO,CANADA,OTTAWA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,CHILE,ANTOFAGASTA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,CHILE,COQUIMBO,1
2022,FEBRERO,NACIMIENTO,MASCULINO,CHILE,SANTIAGO,40
2022,FEBRERO,NACIMIENTO,MASCULINO,COLOMBIA,BOGOTA,3
2022,FEBRERO,NACIMIENTO,MASCULINO,COLOMBIA,CALI,1
2022,FEBRERO,NACIMIENTO,MASCULINO,CUSCO,ACOMAYO,6
2022,FEBRERO,NACIMIENTO,MASCULINO,CUSCO,ANTA,20
2022,FEBRERO,NACIMIENTO,MASCULINO,CUSCO,CALCA,10
2022,FEBRERO,NACIMIENTO,MASCULINO,CUSCO,CANAS,6
2022,FEBRERO,NACIMIENTO,MASCULINO,CUSCO,CANCHIS,27
2022,FEBRERO,NACIMIENTO,MASCULINO,CUSCO,CHUMBIVILCAS,11
2022,FEBRERO,NACIMIENTO,MASCULINO,CUSCO,CUSCO,351
2022,FEBRERO,NACIMIENTO,MASCULINO,CUSCO,ESPINAR,4
2022,FEBRERO,NACIMIENTO,MASCULINO,CUSCO,LA CONVENCION,19
2022,FEBRERO,NACIMIENTO,MASCULINO,CUSCO,PARURO,8
2022,FEBRERO,NACIMIENTO,MASCULINO,CUSCO,PAUCARTAMBO,3
2022,FEBRERO,NACIMIENTO,MASCULINO,CUSCO,QUISPICANCHI,13
2022,FEBRERO,NACIMIENTO,MASCULINO,CUSCO,URUBAMBA,16
2022,FEBRERO,NACIMIENTO,MASCULINO,ECUADOR,GUAYAQUIL,2
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,ALMERIA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,ASTURIAS,2
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,AVILA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,BALEARES,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,BARCELONA,29
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,BILBAO,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,CANTABRIA,3
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,CORDOBA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,CUENCA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,GUADALAJARA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,GUIPUZCOA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,LERIDA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,MADRID,30
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,MALLORCA,3
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,NAVARRA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,SALAMANCA,4
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,SEVILLA,3
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,TARRAGONA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,VALENCIA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESPAÑA,ZARAGOZA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,BOSTON,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,CAROLINA DEL NORTE,2
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,COLORADO,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,CONNECTICUT,10
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,DALLAS,3
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,DELAWARE,2
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,FLORIDA,2
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,FORT LAUDERDALE,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,GEORGIA,6
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,HOUSTON,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,LAS VEGAS,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,LOS ANGELES,12
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,MARYLAND,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,MIAMI,22
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,NUEVA JERSEY,32
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,NUEVA YORK,22
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,NUEVO MEXICO,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,OREGON,2
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,ORLANDO,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,PATERSON,6
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,PENNSYLVANIA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,SAN FRANCISCO,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,TAMPA,4
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,UTAH,2
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,VIRGINIA,8
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,WASHINGTON,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,WASHINGTON D. C.,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ESTADOS UNIDOS DE AMERICA,WISCONSIN,1
2022,FEBRERO,NACIMIENTO,MASCULINO,FRANCIA,MARSELLA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,FRANCIA,PARIS,1
2022,FEBRERO,NACIMIENTO,MASCULINO,GRAN BRETAÑA,LONDRES,3
2022,FEBRERO,NACIMIENTO,MASCULINO,GUATEMALA,GUATEMALA,2
2022,FEBRERO,NACIMIENTO,MASCULINO,HUANCAVELICA,ACOBAMBA,9
2022,FEBRERO,NACIMIENTO,MASCULINO,HUANCAVELICA,ANGARAES,20
2022,FEBRERO,NACIMIENTO,MASCULINO,HUANCAVELICA,CASTROVIRREYNA,6
2022,FEBRERO,NACIMIENTO,MASCULINO,HUANCAVELICA,CHURCAMPA,6
2022,FEBRERO,NACIMIENTO,MASCULINO,HUANCAVELICA,HUANCAVELICA,48
2022,FEBRERO,NACIMIENTO,MASCULINO,HUANCAVELICA,HUAYTARA,2
2022,FEBRERO,NACIMIENTO,MASCULINO,HUANCAVELICA,TAYACAJA,30
2022,FEBRERO,NACIMIENTO,MASCULINO,HUANUCO,AMBO,4
2022,FEBRERO,NACIMIENTO,MASCULINO,HUANUCO,DOS DE MAYO,9
2022,FEBRERO,NACIMIENTO,MASCULINO,HUANUCO,HUACAYBAMBA,3
2022,FEBRERO,NACIMIENTO,MASCULINO,HUANUCO,HUAMALIES,15
2022,FEBRERO,NACIMIENTO,MASCULINO,HUANUCO,HUANUCO,62
2022,FEBRERO,NACIMIENTO,MASCULINO,HUANUCO,LAURICOCHA,8
2022,FEBRERO,NACIMIENTO,MASCULINO,HUANUCO,LEONCIO PRADO,38
2022,FEBRERO,NACIMIENTO,MASCULINO,HUANUCO,MARAÑON,3
2022,FEBRERO,NACIMIENTO,MASCULINO,HUANUCO,PACHITEA,11
2022,FEBRERO,NACIMIENTO,MASCULINO,HUANUCO,PUERTO INCA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,HUANUCO,YAROWILCA,13
2022,FEBRERO,NACIMIENTO,MASCULINO,ICA,CHINCHA,132
2022,FEBRERO,NACIMIENTO,MASCULINO,ICA,ICA,331
2022,FEBRERO,NACIMIENTO,MASCULINO,ICA,NASCA,17
2022,FEBRERO,NACIMIENTO,MASCULINO,ICA,PALPA,3
2022,FEBRERO,NACIMIENTO,MASCULINO,ICA,PISCO,43
2022,FEBRERO,NACIMIENTO,MASCULINO,ISRAEL,TEL AVIV,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ITALIA,FLORENCIA,4
2022,FEBRERO,NACIMIENTO,MASCULINO,ITALIA,GENOVA,3
2022,FEBRERO,NACIMIENTO,MASCULINO,ITALIA,LACIO,3
2022,FEBRERO,NACIMIENTO,MASCULINO,ITALIA,LOMBARDIA,4
2022,FEBRERO,NACIMIENTO,MASCULINO,ITALIA,MARCAS,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ITALIA,MILAN,16
2022,FEBRERO,NACIMIENTO,MASCULINO,ITALIA,ROMA,7
2022,FEBRERO,NACIMIENTO,MASCULINO,ITALIA,SICILIA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ITALIA,TRIESTE,1
2022,FEBRERO,NACIMIENTO,MASCULINO,ITALIA,TURIN,10
2022,FEBRERO,NACIMIENTO,MASCULINO,JAPON,AICHI,1
2022,FEBRERO,NACIMIENTO,MASCULINO,JAPON,CHIBA,2
2022,FEBRERO,NACIMIENTO,MASCULINO,JAPON,GUNMA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,JAPON,KANAGAWA,2
2022,FEBRERO,NACIMIENTO,MASCULINO,JAPON,SHIGA,2
2022,FEBRERO,NACIMIENTO,MASCULINO,JAPON,SHIZUOKA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,JUNIN,CHANCHAMAYO,14
2022,FEBRERO,NACIMIENTO,MASCULINO,JUNIN,CHUPACA,24
2022,FEBRERO,NACIMIENTO,MASCULINO,JUNIN,CONCEPCION,17
2022,FEBRERO,NACIMIENTO,MASCULINO,JUNIN,HUANCAYO,316
2022,FEBRERO,NACIMIENTO,MASCULINO,JUNIN,JAUJA,15
2022,FEBRERO,NACIMIENTO,MASCULINO,JUNIN,SATIPO,9
2022,FEBRERO,NACIMIENTO,MASCULINO,JUNIN,TARMA,6
2022,FEBRERO,NACIMIENTO,MASCULINO,JUNIN,YAULI,8
2022,FEBRERO,NACIMIENTO,MASCULINO,LA LIBERTAD,ASCOPE,42
2022,FEBRERO,NACIMIENTO,MASCULINO,LA LIBERTAD,BOLIVAR,2
2022,FEBRERO,NACIMIENTO,MASCULINO,LA LIBERTAD,CHEPEN,17
2022,FEBRERO,NACIMIENTO,MASCULINO,LA LIBERTAD,GRAN CHIMU,3
2022,FEBRERO,NACIMIENTO,MASCULINO,LA LIBERTAD,JULCAN,2
2022,FEBRERO,NACIMIENTO,MASCULINO,LA LIBERTAD,OTUZCO,31
2022,FEBRERO,NACIMIENTO,MASCULINO,LA LIBERTAD,PACASMAYO,35
2022,FEBRERO,NACIMIENTO,MASCULINO,LA LIBERTAD,PATAZ,14
2022,FEBRERO,NACIMIENTO,MASCULINO,LA LIBERTAD,SANCHEZ CARRION,30
2022,FEBRERO,NACIMIENTO,MASCULINO,LA LIBERTAD,SANTIAGO DE CHUCO,9
2022,FEBRERO,NACIMIENTO,MASCULINO,LA LIBERTAD,TRUJILLO,982
2022,FEBRERO,NACIMIENTO,MASCULINO,LA LIBERTAD,VIRU,35
2022,FEBRERO,NACIMIENTO,MASCULINO,LAMBAYEQUE,CHICLAYO,460
2022,FEBRERO,NACIMIENTO,MASCULINO,LAMBAYEQUE,FERREÑAFE,14
2022,FEBRERO,NACIMIENTO,MASCULINO,LAMBAYEQUE,LAMBAYEQUE,64
2022,FEBRERO,NACIMIENTO,MASCULINO,LIMA,BARRANCA,47
2022,FEBRERO,NACIMIENTO,MASCULINO,LIMA,CANTA,12
2022,FEBRERO,NACIMIENTO,MASCULINO,LIMA,CAÑETE,101
2022,FEBRERO,NACIMIENTO,MASCULINO,LIMA,HUARAL,55
2022,FEBRERO,NACIMIENTO,MASCULINO,LIMA,HUAROCHIRI,73
2022,FEBRERO,NACIMIENTO,MASCULINO,LIMA,HUAURA,79
2022,FEBRERO,NACIMIENTO,MASCULINO,LIMA,LIMA,15147
2022,FEBRERO,NACIMIENTO,MASCULINO,LIMA,OYON,4
2022,FEBRERO,NACIMIENTO,MASCULINO,LIMA,YAUYOS,9
2022,FEBRERO,NACIMIENTO,MASCULINO,LORETO,ALTO AMAZONAS,39
2022,FEBRERO,NACIMIENTO,MASCULINO,LORETO,DATEM DEL MARAÑON,3
2022,FEBRERO,NACIMIENTO,MASCULINO,LORETO,LORETO,15
2022,FEBRERO,NACIMIENTO,MASCULINO,LORETO,MARISCAL RAMON CASTILLA,2
2022,FEBRERO,NACIMIENTO,MASCULINO,LORETO,MAYNAS,442
2022,FEBRERO,NACIMIENTO,MASCULINO,LORETO,PUTUMAYO,1
2022,FEBRERO,NACIMIENTO,MASCULINO,LORETO,REQUENA,8
2022,FEBRERO,NACIMIENTO,MASCULINO,LORETO,UCAYALI,6
2022,FEBRERO,NACIMIENTO,MASCULINO,MADRE DE DIOS,MANU,7
2022,FEBRERO,NACIMIENTO,MASCULINO,MADRE DE DIOS,TAHUAMANU,5
2022,FEBRERO,NACIMIENTO,MASCULINO,MADRE DE DIOS,TAMBOPATA,88
2022,FEBRERO,NACIMIENTO,MASCULINO,MEXICO,CIUDAD DE MEXICO,4
2022,FEBRERO,NACIMIENTO,MASCULINO,MEXICO,JALISCO,1
2022,FEBRERO,NACIMIENTO,MASCULINO,MOQUEGUA,GENERAL SANCHEZ CERRO,4
2022,FEBRERO,NACIMIENTO,MASCULINO,MOQUEGUA,ILO,7
2022,FEBRERO,NACIMIENTO,MASCULINO,MOQUEGUA,MARISCAL NIETO,19
2022,FEBRERO,NACIMIENTO,MASCULINO,PARAGUAY,CENTRAL,1
2022,FEBRERO,NACIMIENTO,MASCULINO,PASCO,DANIEL ALCIDES CARRION,8
2022,FEBRERO,NACIMIENTO,MASCULINO,PASCO,OXAPAMPA,11
2022,FEBRERO,NACIMIENTO,MASCULINO,PASCO,PASCO,30
2022,FEBRERO,NACIMIENTO,MASCULINO,PIURA,AYABACA,15
2022,FEBRERO,NACIMIENTO,MASCULINO,PIURA,HUANCABAMBA,10
2022,FEBRERO,NACIMIENTO,MASCULINO,PIURA,MORROPON,36
2022,FEBRERO,NACIMIENTO,MASCULINO,PIURA,PAITA,71
2022,FEBRERO,NACIMIENTO,MASCULINO,PIURA,PIURA,302
2022,FEBRERO,NACIMIENTO,MASCULINO,PIURA,SECHURA,10
2022,FEBRERO,NACIMIENTO,MASCULINO,PIURA,SULLANA,139
2022,FEBRERO,NACIMIENTO,MASCULINO,PIURA,TALARA,24
2022,FEBRERO,NACIMIENTO,MASCULINO,POLONIA,VARSOVIA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,PUNO,AZANGARO,13
2022,FEBRERO,NACIMIENTO,MASCULINO,PUNO,CARABAYA,3
2022,FEBRERO,NACIMIENTO,MASCULINO,PUNO,CHUCUITO,6
2022,FEBRERO,NACIMIENTO,MASCULINO,PUNO,EL COLLAO,5
2022,FEBRERO,NACIMIENTO,MASCULINO,PUNO,HUANCANE,6
2022,FEBRERO,NACIMIENTO,MASCULINO,PUNO,LAMPA,5
2022,FEBRERO,NACIMIENTO,MASCULINO,PUNO,MELGAR,5
2022,FEBRERO,NACIMIENTO,MASCULINO,PUNO,MOHO,4
2022,FEBRERO,NACIMIENTO,MASCULINO,PUNO,PUNO,27
2022,FEBRERO,NACIMIENTO,MASCULINO,PUNO,SAN ANTONIO DE PUTINA,2
2022,FEBRERO,NACIMIENTO,MASCULINO,PUNO,SAN ROMAN,80
2022,FEBRERO,NACIMIENTO,MASCULINO,PUNO,SANDIA,5
2022,FEBRERO,NACIMIENTO,MASCULINO,PUNO,YUNGUYO,1
2022,FEBRERO,NACIMIENTO,MASCULINO,REINO UNIDO DE GRAN BRETAÑA E IRLANDA DEL NORTE,INGLATERRA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,REPUBLICA DE ANGOLA,HUÍLA,2
2022,FEBRERO,NACIMIENTO,MASCULINO,REPUBLICA DOMINICANA,PERAVIA,1
2022,FEBRERO,NACIMIENTO,MASCULINO,REPUBLICA POPULAR CHINA,HUBEI,1
2022,FEBRERO,NACIMIENTO,MASCULINO,SAN MARTIN,BELLAVISTA,5
2022,FEBRERO,NACIMIENTO,MASCULINO,SAN MARTIN,HUALLAGA,2
2022,FEBRERO,NACIMIENTO,MASCULINO,SAN MARTIN,LAMAS,23
2022,FEBRERO,NACIMIENTO,MASCULINO,SAN MARTIN,MARISCAL CACERES,13
2022,FEBRERO,NACIMIENTO,MASCULINO,SAN MARTIN,MOYOBAMBA,30
2022,FEBRERO,NACIMIENTO,MASCULINO,SAN MARTIN,PICOTA,3
2022,FEBRERO,NACIMIENTO,MASCULINO,SAN MARTIN,RIOJA,24
2022,FEBRERO,NACIMIENTO,MASCULINO,SAN MARTIN,SAN MARTIN,71
2022,FEBRERO,NACIMIENTO,MASCULINO,SAN MARTIN,TOCACHE,8
2022,FEBRERO,NACIMIENTO,MASCULINO,SINGAPUR,SINGAPUR,1
2022,FEBRERO,NACIMIENTO,MASCULINO,SUECIA,ESTOCOLMO,1
2022,FEBRERO,NACIMIENTO,MASCULINO,SUIZA,GINEBRA,2
2022,FEBRERO,NACIMIENTO,MASCULINO,TACNA,CANDARAVE,3
2022,FEBRERO,NACIMIENTO,MASCULINO,TACNA,JORGE BASADRE,3
2022,FEBRERO,NACIMIENTO,MASCULINO,TACNA,TACNA,137
2022,FEBRERO,NACIMIENTO,MASCULINO,TACNA,TARATA,4
2022,FEBRERO,NACIMIENTO,MASCULINO,TUMBES,CONTRALMIRANTE VILLAR,8
2022,FEBRERO,NACIMIENTO,MASCULINO,TUMBES,TUMBES,131
2022,FEBRERO,NACIMIENTO,MASCULINO,TUMBES,ZARUMILLA,31
2022,FEBRERO,NACIMIENTO,MASCULINO,UCAYALI,ATALAYA,5
2022,FEBRERO,NACIMIENTO,MASCULINO,UCAYALI,CORONEL PORTILLO,146
2022,FEBRERO,NACIMIENTO,MASCULINO,UCAYALI,PADRE ABAD,7
2022,FEBRERO,NACIMIENTO,MASCULINO,VENEZUELA,MIRANDA,2
